,Region,Year,Series_x,Value_x,Series_y,Value_y
19481,Armenia,2000,,,Gross enrollment ratio - Tertiary (male),31.4967
19482,Armenia,2000,,,Gross enrollment ratio - Tertiary (female),39.2669
19484,Armenia,2014,,,Gross enrollment ratio - Primary (male),96.2831
19485,Armenia,2014,,,Gross enrollment ratio - Primary (female),97.5368
19487,Armenia,2014,,,Gross enrollment ratio - Secondary (male),83.6644
19488,Armenia,2014,,,Gross enrollment ratio - Secondary (female),88.4214
19490,Armenia,2014,,,Gross enrollment ratio - Tertiary (male),43.9274
19491,Armenia,2014,,,Gross enrollment ratio - Tertiary (female),50.0829
19493,Armenia,2015,,,Gross enrollment ratio - Primary (male),94.3362
19494,Armenia,2015,,,Gross enrollment ratio - Primary (female),95.7711
19496,Armenia,2015,,,Gross enrollment ratio - Secondary (male),83.9992
19497,Armenia,2015,,,Gross enrollment ratio - Secondary (female),88.3332
19499,Armenia,2015,,,Gross enrollment ratio - Tertiary (male),42.3913
19500,Armenia,2015,,,Gross enrollment ratio - Tertiary (female),50.5174
19502,Armenia,2018,,,Gross enrollment ratio - Primary (male),92.7322
19503,Armenia,2018,,,Gross enrollment ratio - Primary (female),92.6959
19505,Armenia,2018,,,Gross enrollment ratio - Secondary (male),81.7256
19506,Armenia,2018,,,Gross enrollment ratio - Secondary (female),84.8004
19508,Armenia,2018,,,Gross enrollment ratio - Tertiary (male),47.1191
19509,Armenia,2018,,,Gross enrollment ratio - Tertiary (female),62.6484
19511,Aruba,2012,,,Gross enrollment ratio - Primary (male),102.8237
19512,Aruba,2012,,,Gross enrollment ratio - Primary (female),105.4028
19514,Aruba,2012,,,Gross enrollment ratio - Secondary (male),110.2062
19515,Aruba,2012,,,Gross enrollment ratio - Secondary (female),112.1458
19517,Aruba,2012,,,Gross enrollment ratio - Tertiary (male),30.5
19518,Aruba,2012,,,Gross enrollment ratio - Tertiary (female),45.5852
19520,Aruba,2015,,,Gross enrollment ratio - Tertiary (male),9.447
19521,Aruba,2015,,,Gross enrollment ratio - Tertiary (female),21.373
19523,Aruba,2016,,,Gross enrollment ratio - Tertiary (male),10.6674
19524,Aruba,2016,,,Gross enrollment ratio - Tertiary (female),20.6979
19526,Australia,2014,,,Gross enrollment ratio - Primary (male),105.5852
19527,Australia,2014,,,Gross enrollment ratio - Primary (female),105.3217
19529,Australia,2015,,,Gross enrollment ratio - Primary (male),101.5856
19530,Australia,2015,,,Gross enrollment ratio - Primary (female),101.6151
19532,Australia,2015,,,Gross enrollment ratio - Secondary (male),167.879
19533,Australia,2015,,,Gross enrollment ratio - Secondary (female),145.888
19535,Australia,2015,,,Gross enrollment ratio - Tertiary (male),97.5807
19536,Australia,2015,,,Gross enrollment ratio - Tertiary (female),140.9518
19538,Austria,2014,,,Gross enrollment ratio - Primary (male),101.9468
19539,Austria,2014,,,Gross enrollment ratio - Primary (female),101.2937
19541,Austria,2014,,,Gross enrollment ratio - Secondary (male),101.5198
19542,Austria,2014,,,Gross enrollment ratio - Secondary (female),97.7108
19544,Austria,2014,,,Gross enrollment ratio - Tertiary (male),72.3468
19545,Austria,2014,,,Gross enrollment ratio - Tertiary (female),86.2794
19547,Austria,2015,,,Gross enrollment ratio - Primary (male),102.4483
19548,Austria,2015,,,Gross enrollment ratio - Primary (female),101.5233
19550,Austria,2015,,,Gross enrollment ratio - Secondary (male),102.0959
19551,Austria,2015,,,Gross enrollment ratio - Secondary (female),98.4552
19553,Austria,2015,,,Gross enrollment ratio - Tertiary (male),73.769
19554,Austria,2015,,,Gross enrollment ratio - Tertiary (female),88.0054
19556,Azerbaijan,2014,,,Gross enrollment ratio - Primary (male),106.5559
19557,Azerbaijan,2014,,,Gross enrollment ratio - Primary (female),105.493
19559,Azerbaijan,2014,,,Gross enrollment ratio - Tertiary (male),21.6764
19560,Azerbaijan,2014,,,Gross enrollment ratio - Tertiary (female),24.7532
19562,Azerbaijan,2015,,,Gross enrollment ratio - Primary (male),107.4434
19563,Azerbaijan,2015,,,Gross enrollment ratio - Primary (female),105.636
19565,Azerbaijan,2015,,,Gross enrollment ratio - Tertiary (male),23.6426
19566,Azerbaijan,2015,,,Gross enrollment ratio - Tertiary (female),27.4808
19568,Azerbaijan,2018,,,Gross enrollment ratio - Primary (male),99.4711
19569,Azerbaijan,2018,,,Gross enrollment ratio - Primary (female),100.0146
19571,Azerbaijan,2018,,,Gross enrollment ratio - Secondary (male),94.4281
19572,Azerbaijan,2018,,,Gross enrollment ratio - Secondary (female),94.5394
19574,Azerbaijan,2018,,,Gross enrollment ratio - Tertiary (male),25.9097
19575,Azerbaijan,2018,,,Gross enrollment ratio - Tertiary (female),29.6935
19577,Bahamas,2014,,,Gross enrollment ratio - Primary (male),84.0545
19578,Bahamas,2014,,,Gross enrollment ratio - Primary (female),82.3333
19580,Bahamas,2014,,,Gross enrollment ratio - Secondary (male),80.4921
19581,Bahamas,2014,,,Gross enrollment ratio - Secondary (female),82.3436
19583,Bahamas,2015,,,Gross enrollment ratio - Primary (male),87.3951
19584,Bahamas,2015,,,Gross enrollment ratio - Primary (female),85.0687
19586,Bahamas,2015,,,Gross enrollment ratio - Secondary (male),66.052
19587,Bahamas,2015,,,Gross enrollment ratio - Secondary (female),66.7232
19589,Bahamas,2018,,,Gross enrollment ratio - Primary (male),81.5611
19590,Bahamas,2018,,,Gross enrollment ratio - Primary (female),81.1588
19592,Bahamas,2018,,,Gross enrollment ratio - Secondary (male),67.3188
19593,Bahamas,2018,,,Gross enrollment ratio - Secondary (female),71.6102
19595,Bahrain,2006,,,Gross enrollment ratio - Primary (male),96.072
19596,Bahrain,2006,,,Gross enrollment ratio - Primary (female),101.0063
19598,Bahrain,2006,,,Gross enrollment ratio - Secondary (male),92.1322
19599,Bahrain,2006,,,Gross enrollment ratio - Secondary (female),101.1398
19601,Bahrain,2006,,,Gross enrollment ratio - Tertiary (male),12.158
19602,Bahrain,2006,,,Gross enrollment ratio - Tertiary (female),38.3219
19604,Bahrain,2015,,,Gross enrollment ratio - Primary (male),100.7117
19605,Bahrain,2015,,,Gross enrollment ratio - Primary (female),101.7095
19607,Bahrain,2015,,,Gross enrollment ratio - Secondary (male),102.5069
19608,Bahrain,2015,,,Gross enrollment ratio - Secondary (female),101.8001
19610,Bahrain,2015,,,Gross enrollment ratio - Tertiary (male),30.9425
19611,Bahrain,2015,,,Gross enrollment ratio - Tertiary (female),59.3062
19613,Bahrain,2018,,,Gross enrollment ratio - Primary (male),99.9653
19614,Bahrain,2018,,,Gross enrollment ratio - Primary (female),98.7532
19616,Bahrain,2018,,,Gross enrollment ratio - Secondary (male),95.8174
19617,Bahrain,2018,,,Gross enrollment ratio - Secondary (female),101.696
19619,Bahrain,2018,,,Gross enrollment ratio - Tertiary (male),36.9925
19620,Bahrain,2018,,,Gross enrollment ratio - Tertiary (female),67.8406
19622,Bangladesh,2009,,,Gross enrollment ratio - Primary (male),100.5689
19623,Bangladesh,2009,,,Gross enrollment ratio - Primary (female),105.3821
19625,Bangladesh,2009,,,Gross enrollment ratio - Secondary (male),48.157
19626,Bangladesh,2009,,,Gross enrollment ratio - Secondary (female),51.9128
19628,Bangladesh,2009,,,Gross enrollment ratio - Tertiary (male),13.5379
19629,Bangladesh,2009,,,Gross enrollment ratio - Tertiary (female),8.1188
19631,Bangladesh,2013,,,Gross enrollment ratio - Secondary (male),57.8526
19632,Bangladesh,2013,,,Gross enrollment ratio - Secondary (female),62.5847
19634,Bangladesh,2014,,,Gross enrollment ratio - Tertiary (male),15.9264
19635,Bangladesh,2014,,,Gross enrollment ratio - Tertiary (female),11.743
19637,Bangladesh,2015,,,Gross enrollment ratio - Secondary (male),61.7782
19638,Bangladesh,2015,,,Gross enrollment ratio - Secondary (female),69.6541
19640,Bangladesh,2018,,,Gross enrollment ratio - Primary (male),112.3575
19641,Bangladesh,2018,,,Gross enrollment ratio - Primary (female),120.7518
19643,Bangladesh,2018,,,Gross enrollment ratio - Secondary (male),67.3535
19644,Bangladesh,2018,,,Gross enrollment ratio - Secondary (female),78.2707
19646,Bangladesh,2018,,,Gross enrollment ratio - Tertiary (male),24.017
19647,Bangladesh,2018,,,Gross enrollment ratio - Tertiary (female),16.9833
19649,Barbados,2001,,,Gross enrollment ratio - Primary (male),99.8542
19650,Barbados,2001,,,Gross enrollment ratio - Primary (female),98.6815
19652,Barbados,2001,,,Gross enrollment ratio - Secondary (male),103.3183
19653,Barbados,2001,,,Gross enrollment ratio - Secondary (female),103.7011
19655,Barbados,2001,,,Gross enrollment ratio - Tertiary (male),23.0512
19656,Barbados,2001,,,Gross enrollment ratio - Tertiary (female),57.0273
19658,Barbados,2011,,,Gross enrollment ratio - Primary (male),98.249
19659,Barbados,2011,,,Gross enrollment ratio - Primary (female),98.3209
19661,Barbados,2011,,,Gross enrollment ratio - Secondary (male),101.7637
19662,Barbados,2011,,,Gross enrollment ratio - Secondary (female),105.5627
19664,Barbados,2011,,,Gross enrollment ratio - Tertiary (male),40.3346
19665,Barbados,2011,,,Gross enrollment ratio - Tertiary (female),90.5716
19667,Barbados,2014,,,Gross enrollment ratio - Primary (male),94.9886
19668,Barbados,2014,,,Gross enrollment ratio - Primary (female),95.4085
19670,Barbados,2014,,,Gross enrollment ratio - Secondary (male),106.6475
19671,Barbados,2014,,,Gross enrollment ratio - Secondary (female),109.6701
19673,Barbados,2015,,,Gross enrollment ratio - Primary (male),96.2457
19674,Barbados,2015,,,Gross enrollment ratio - Primary (female),95.5743
19676,Barbados,2015,,,Gross enrollment ratio - Secondary (male),105.691
19677,Barbados,2015,,,Gross enrollment ratio - Secondary (female),109.4629
19679,Barbados,2018,,,Gross enrollment ratio - Primary (male),101.1815
19680,Barbados,2018,,,Gross enrollment ratio - Primary (female),97.4661
19682,Barbados,2018,,,Gross enrollment ratio - Secondary (male),101.764
19683,Barbados,2018,,,Gross enrollment ratio - Secondary (female),105.7529
19685,Belarus,2015,,,Gross enrollment ratio - Primary (male),99.0744
19686,Belarus,2015,,,Gross enrollment ratio - Primary (female),99.2295
19688,Belarus,2015,,,Gross enrollment ratio - Secondary (male),106.2572
19689,Belarus,2015,,,Gross enrollment ratio - Secondary (female),104.6376
19691,Belarus,2015,,,Gross enrollment ratio - Tertiary (male),77.2495
19692,Belarus,2015,,,Gross enrollment ratio - Tertiary (female),102.6146
19694,Belarus,2018,,,Gross enrollment ratio - Primary (male),100.6113
19695,Belarus,2018,,,Gross enrollment ratio - Primary (female),100.3826
19697,Belarus,2018,,,Gross enrollment ratio - Secondary (male),103.1489
19698,Belarus,2018,,,Gross enrollment ratio - Secondary (female),101.6907
19700,Belarus,2018,,,Gross enrollment ratio - Tertiary (male),80.1762
19701,Belarus,2018,,,Gross enrollment ratio - Tertiary (female),95.0921
19703,Belize,2018,,,Gross enrollment ratio - Primary (male),114.5503
19704,Belize,2018,,,Gross enrollment ratio - Primary (female),108.7316
19706,Belize,2018,,,Gross enrollment ratio - Secondary (male),83.6585
19707,Belize,2018,,,Gross enrollment ratio - Secondary (female),87.1159
19709,Benin,2001,,,Gross enrollment ratio - Primary (male),106.7097
19710,Benin,2001,,,Gross enrollment ratio - Primary (female),74.412
19712,Benin,2001,,,Gross enrollment ratio - Secondary (male),32.0818
19713,Benin,2001,,,Gross enrollment ratio - Secondary (female),15.1525
19715,Benin,2001,,,Gross enrollment ratio - Tertiary (male),7.2231
19716,Benin,2001,,,Gross enrollment ratio - Tertiary (female),1.7805
19718,Benin,2004,,,Gross enrollment ratio - Primary (male),117.2493
19719,Benin,2004,,,Gross enrollment ratio - Primary (female),89.8607
19721,Benin,2004,,,Gross enrollment ratio - Secondary (male),39.1527
19722,Benin,2004,,,Gross enrollment ratio - Secondary (female),18.4481
19725,Benin,2005,,,Gross enrollment ratio - Primary (male),112.4288
19726,Benin,2005,,,Gross enrollment ratio - Primary (female),88.9544
19729,Benin,2010,,,Gross enrollment ratio - Primary (male),126.9367
19730,Benin,2010,,,Gross enrollment ratio - Primary (female),113.1823
19732,Benin,2010,,,Gross enrollment ratio - Tertiary (male),20.3073
19733,Benin,2010,,,Gross enrollment ratio - Tertiary (female),7.1868
19735,Benin,2014,,,Gross enrollment ratio - Primary (male),134.6228
19736,Benin,2014,,,Gross enrollment ratio - Primary (female),124.4281
19738,Benin,2014,,,Gross enrollment ratio - Secondary (male),66.4146
19739,Benin,2014,,,Gross enrollment ratio - Secondary (female),45.8066
19741,Benin,2014,,,Gross enrollment ratio - Tertiary (male),23.2951
19742,Benin,2014,,,Gross enrollment ratio - Tertiary (female),8.5055
19744,Benin,2015,,,Gross enrollment ratio - Primary (male),137.1852
19745,Benin,2015,,,Gross enrollment ratio - Primary (female),127.615
19747,Benin,2015,,,Gross enrollment ratio - Secondary (male),68.5192
19748,Benin,2015,,,Gross enrollment ratio - Secondary (female),48.9276
19750,Benin,2015,,,Gross enrollment ratio - Tertiary (male),19.2695
19751,Benin,2015,,,Gross enrollment ratio - Tertiary (female),7.7451
19753,Benin,2016,,,Gross enrollment ratio - Primary (male),135.1481
19754,Benin,2016,,,Gross enrollment ratio - Primary (female),126.5354
19756,Benin,2016,,,Gross enrollment ratio - Secondary (male),67.1424
19757,Benin,2016,,,Gross enrollment ratio - Secondary (female),50.7318
19759,Benin,2016,,,Gross enrollment ratio - Tertiary (male),18.1647
19760,Benin,2016,,,Gross enrollment ratio - Tertiary (female),7.6417
19762,Benin,2018,,,Gross enrollment ratio - Primary (male),125.8451
19763,Benin,2018,,,Gross enrollment ratio - Primary (female),117.9589
19765,Bermuda,2006,,,Gross enrollment ratio - Primary (male),93.7781
19766,Bermuda,2006,,,Gross enrollment ratio - Primary (female),101.1869
19768,Bermuda,2006,,,Gross enrollment ratio - Secondary (male),72.0434
19769,Bermuda,2006,,,Gross enrollment ratio - Secondary (female),78.362
19771,Bermuda,2006,,,Gross enrollment ratio - Tertiary (male),18.0219
19772,Bermuda,2006,,,Gross enrollment ratio - Tertiary (female),40.2232
19774,Bermuda,2014,,,Gross enrollment ratio - Primary (male),99.5301
19775,Bermuda,2014,,,Gross enrollment ratio - Primary (female),96.5417
19777,Bermuda,2014,,,Gross enrollment ratio - Secondary (male),71.7183
19778,Bermuda,2014,,,Gross enrollment ratio - Secondary (female),82.016
19780,Bermuda,2014,,,Gross enrollment ratio - Tertiary (male),19.697
19781,Bermuda,2014,,,Gross enrollment ratio - Tertiary (female),36.9342
19783,Bermuda,2015,,,Gross enrollment ratio - Primary (male),102.0604
19784,Bermuda,2015,,,Gross enrollment ratio - Primary (female),100.1987
19786,Bermuda,2015,,,Gross enrollment ratio - Secondary (male),72.615
19787,Bermuda,2015,,,Gross enrollment ratio - Secondary (female),81.4513
19789,Bermuda,2015,,,Gross enrollment ratio - Tertiary (male),15.2629
19790,Bermuda,2015,,,Gross enrollment ratio - Tertiary (female),35.2695
19792,Bermuda,2018,,,Gross enrollment ratio - Tertiary (male),15.2836
19793,Bermuda,2018,,,Gross enrollment ratio - Tertiary (female),22.9053
19795,Bhutan,2013,,,Gross enrollment ratio - Primary (male),106.4296
19796,Bhutan,2013,,,Gross enrollment ratio - Primary (female),107.4709
19798,Bhutan,2013,,,Gross enrollment ratio - Secondary (male),72.7332
19799,Bhutan,2013,,,Gross enrollment ratio - Secondary (female),78.6051
19801,Bhutan,2013,,,Gross enrollment ratio - Tertiary (male),12.2484
19802,Bhutan,2013,,,Gross enrollment ratio - Tertiary (female),9.4344
19804,Bhutan,2015,,,Gross enrollment ratio - Primary (male),103.6796
19805,Bhutan,2015,,,Gross enrollment ratio - Primary (female),104.8043
19807,Bhutan,2015,,,Gross enrollment ratio - Secondary (male),81.2827
19808,Bhutan,2015,,,Gross enrollment ratio - Secondary (female),86.8408
19810,Bhutan,2018,,,Gross enrollment ratio - Primary (male),100.058
19811,Bhutan,2018,,,Gross enrollment ratio - Primary (female),100.2238
19813,Bhutan,2018,,,Gross enrollment ratio - Secondary (male),84.7075
19814,Bhutan,2018,,,Gross enrollment ratio - Secondary (female),95.7101
19816,Bhutan,2018,,,Gross enrollment ratio - Tertiary (male),15.6106
19817,Bhutan,2018,,,Gross enrollment ratio - Tertiary (female),15.4921
19819,Bolivia (Plurin. State of),2014,,,Gross enrollment ratio - Primary (male),96.9989
19820,Bolivia (Plurin. State of),2014,,,Gross enrollment ratio - Primary (female),94.7596
19822,Bolivia (Plurin. State of),2014,,,Gross enrollment ratio - Secondary (male),90.7573
19823,Bolivia (Plurin. State of),2014,,,Gross enrollment ratio - Secondary (female),89.9939
19825,Bolivia (Plurin. State of),2015,,,Gross enrollment ratio - Primary (male),96.8717
