Num,Region,Year,Series,Value,Footnotes,Source
784,United Arab Emirates,2015,"Percentage of male and female intentional homicide victims, Male",0.7696,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2015,"Percentage of male and female intentional homicide victims, Female",0.3581,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2015,"Assault rate per 100,000 population",3.4500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2015,"Kidnapping at the national level, rate per 100,000",0.8850,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2015,"Theft at the national level, rate per 100,000 population",67.0500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2015,"Robbery at the national level, rate per 100,000 population",8.9170,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2015,"Total Sexual Violence at the national level, rate per 100,000",4.0810,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2016,"Intentional homicide rates per 100,000",0.7051,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2016,"Assault rate per 100,000 population",3.7200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2016,"Kidnapping at the national level, rate per 100,000",0.7800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2016,"Theft at the national level, rate per 100,000 population",51.3100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2016,"Robbery at the national level, rate per 100,000 population",10.9820,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2016,"Total Sexual Violence at the national level, rate per 100,000",4.7540,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2017,"Intentional homicide rates per 100,000",0.4638,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2017,"Assault rate per 100,000 population",2.3500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2017,"Kidnapping at the national level, rate per 100,000",0.7060,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2017,"Robbery at the national level, rate per 100,000 population",16.4860,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
826,United Kingdom,2005,"Intentional homicide rates per 100,000",1.3834,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
826,United Kingdom,2005,"Percentage of male and female intentional homicide victims, Male",1.7678,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
826,United Kingdom,2005,"Percentage of male and female intentional homicide victims, Female",1.0146,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
826,United Kingdom,2010,"Intentional homicide rates per 100,000",1.1913,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
826,United Kingdom,2010,"Percentage of male and female intentional homicide victims, Male",1.4901,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
826,United Kingdom,2010,"Percentage of male and female intentional homicide victims, Female",0.9028,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
826,United Kingdom,2017,"Intentional homicide rates per 100,000",1.2034,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
826,United Kingdom,2017,"Percentage of male and female intentional homicide victims, Male",1.7395,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
826,United Kingdom,2017,"Percentage of male and female intentional homicide victims, Female",0.6813,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2004,"Intentional homicide rates per 100,000",7.8278,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,"Intentional homicide rates per 100,000",8.7673,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,"Percentage of male and female intentional homicide victims, Male",15.0908,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,"Percentage of male and female intentional homicide victims, Female",2.4745,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,"Robbery at the national level, rate per 100,000 population",26.8680,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2010,"Total Sexual Violence at the national level, rate per 100,000",0.0200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2015,"Intentional homicide rates per 100,000",7.2762,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2015,"Percentage of male and female intentional homicide victims, Male",11.9668,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2015,"Percentage of male and female intentional homicide victims, Female",2.6021,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2015,"Assault rate per 100,000 population",4.5900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2015,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2015,"Theft at the national level, rate per 100,000 population",0.3500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2015,"Robbery at the national level, rate per 100,000 population",18.2370,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2015,"Total Sexual Violence at the national level, rate per 100,000",0.1010,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
834,United Rep. of Tanzania,2016,"Intentional homicide rates per 100,000",6.4827,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2005,"Intentional homicide rates per 100,000",5.6747,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2005,"Percentage of male and female intentional homicide victims, Male",9.0546,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2005,"Percentage of male and female intentional homicide victims, Female",2.3821,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2005,"Assault rate per 100,000 population",292.2800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2005,"Theft at the national level, rate per 100,000 population",2299.5200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2010,"Intentional homicide rates per 100,000",4.7642,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2010,"Percentage of male and female intentional homicide victims, Male",7.4772,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2010,"Percentage of male and female intentional homicide victims, Female",2.1170,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2010,"Assault rate per 100,000 population",253.0100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2010,"Theft at the national level, rate per 100,000 population",2007.8900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2010,"Robbery at the national level, rate per 100,000 population",119.4420,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2016,"Intentional homicide rates per 100,000",5.3908,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2016,"Percentage of male and female intentional homicide victims, Male",8.5709,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2016,"Percentage of male and female intentional homicide victims, Female",2.2772,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2016,"Assault rate per 100,000 population",248.5900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2016,"Theft at the national level, rate per 100,000 population",1745.5800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2016,"Robbery at the national level, rate per 100,000 population",103.0290,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
840,United States of America,2017,"Intentional homicide rates per 100,000",5.3168,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
