Region,Year,CrimeRate,EducationRate,CrimeInfo,EducationInfo,Gender
Guyana,2010,8.2124,16.3398,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Guyana,2010,8.2124,91.8929,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Guyana,2010,8.2124,95.0251,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Guyana,2016,34.1737,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Guyana,2016,2.5967,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
India,2005,2.7732,8.8522,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
India,2005,2.7732,49.0158,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Indonesia,2017,0.4345,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Indonesia,2017,4.69,NULL,"Assault rate per 100,000 population",NULL,NULL
Indonesia,2017,0.091,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Indonesia,2017,4.04,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Indonesia,2017,2.083,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Ireland,2016,0.7879,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Ireland,2016,76.53,NULL,"Assault rate per 100,000 population",NULL,NULL
Ireland,2016,1.533,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Ireland,2016,1383.75,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Ireland,2016,44.698,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Ireland,2016,47.466,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Ireland,2017,1.1468,73.7414,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Ireland,2017,1.1468,126.2807,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Ireland,2017,1.1468,101.0042,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Israel,2005,1.4507,67.1524,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Israel,2005,1.4507,105.6416,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Israel,2005,1.4507,105.0498,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Jamaica,2005,13.4543,92.3972,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Japan,2005,0.5152,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Kuwait,2012,1.8215,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Lesotho,2010,38.2847,125.823,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Lesotho,2010,38.2847,388.681,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Liechtenstein,2010,2.7781,0.787,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Liechtenstein,2010,2.7781,3.274,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Liechtenstein,2010,2.7781,2.067,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Liechtenstein,2010,213.89,0.787,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Liechtenstein,2010,213.89,3.274,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Liechtenstein,2010,213.89,2.067,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Liechtenstein,2010,0,0.787,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Liechtenstein,2010,0,3.274,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Liechtenstein,2010,0,2.067,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Liechtenstein,2010,483.33,0.787,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Liechtenstein,2010,483.33,3.274,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Liechtenstein,2010,483.33,2.067,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Liechtenstein,2010,5.556,0.787,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Liechtenstein,2010,5.556,3.274,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Liechtenstein,2010,5.556,2.067,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Liechtenstein,2010,16.667,0.787,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Liechtenstein,2010,16.667,3.274,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Liechtenstein,2010,16.667,2.067,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Lithuania,2005,17.508,62.5167,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Lithuania,2005,17.508,104.8151,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Lithuania,2005,17.508,103.2481,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Luxembourg,2004,0.4367,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Malta,2005,0.9885,9.441,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Malta,2005,0.9885,40.129,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Malta,2005,0.9885,29.596,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Malta,2005,2373.33,9.441,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Malta,2005,2373.33,40.129,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Malta,2005,2373.33,29.596,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Mauritius,2005,3.9372,21.0264,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Mauritius,2005,3.9372,89.6709,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Mauritius,2005,3.9372,103.3393,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Mexico,2016,19.9127,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Mexico,2016,51.61,NULL,"Assault rate per 100,000 population",NULL,NULL
Mexico,2016,0.99,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Mexico,2016,251.1,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Mexico,2016,128.833,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Mexico,2016,29.641,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Montenegro,2005,3.5692,11.011,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Montenegro,2005,3.5692,68.471,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Montenegro,2005,3.5692,37.812,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Montenegro,2005,25.16,11.011,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Montenegro,2005,25.16,68.471,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Montenegro,2005,25.16,37.812,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Montenegro,2005,250,11.011,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Montenegro,2005,250,68.471,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Montenegro,2005,250,37.812,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Montenegro,2005,5.682,11.011,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Montenegro,2005,5.682,68.471,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Montenegro,2005,5.682,37.812,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Morocco,2005,1.5399,367.556,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Morocco,2005,1.5399,1948.006,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Morocco,2005,1.5399,4022.6,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Morocco,2005,107.12,367.556,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Morocco,2005,107.12,1948.006,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Morocco,2005,107.12,4022.6,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Morocco,2005,0.969,367.556,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Morocco,2005,0.969,1948.006,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Morocco,2005,0.969,4022.6,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
